drug_id,drug_name,target_id,target_uniprot,target_name,target_gene,action,atc_codes
DB09237,Levamlodipine,,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,antagonist,C08CA17
DB09237,Levamlodipine,,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,antagonist,C08CA17
DB09237,Levamlodipine,,P29474,"Nitric oxide synthase, endothelial",NOS3,agonist,C08CA17
DB09237,Levamlodipine,,P35228,"Nitric oxide synthase, inducible",NOS2,agonist,C08CA17
DB09238,Manidipine,,Q13936,Voltage-dependent L-type calcium channel,CACNA1C,blocker,C08CA11;C09BB12
DB09238,Manidipine,,O43497,Voltage-dependent T-type calcium channel,CACNA1G,inhibitor,C08CA11;C09BB12
DB09238,Manidipine,,O43497,Voltage-dependent T-type calcium channel,CACNA1G,blocker,C08CA11;C09BB12
DB09238,Manidipine,,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,inhibitor,C08CA11;C09BB12
DB09238,Manidipine,,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,inhibitor,C08CA11;C09BB12
DB09238,Manidipine,,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,inhibitor,C08CA11;C09BB12
DB09239,Niguldipine,,P35348,Alpha-1A adrenergic receptor,ADRA1A,antagonist,
DB09241,Methylene blue,,P33402,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,inhibitor,V03AB17;V04CG05
DB09241,Methylene blue,,P29475,"Nitric oxide synthase, brain",NOS1,inhibitor,V03AB17;V04CG05
DB09242,Moxonidine,,P08913,Alpha-2A adrenergic receptor,ADRA2A,agonist,C02AC05;C02LC05
DB09242,Moxonidine,,Q9Y2I1,Nischarin,NISCH,agonist,C02AC05;C02LC05
DB09244,Pirlindole,,P21397,Amine oxidase [flavin-containing] A,MAOA,antagonist,
DB09244,Pirlindole,,P08908,5-hydroxytryptamine receptor 1A,HTR1A,antagonist,
DB09244,Pirlindole,,P08913,Alpha-2A adrenergic receptor,ADRA2A,antagonist,
DB09245,Toloxatone,,P21397,Amine oxidase [flavin-containing] A,MAOA,antagonist,N06AG03
DB09256,Tegafur,,P04818,Thymidylate synthase,TYMS,inhibitor,L01BC03;L01BC53
DB09257,Gimeracil,,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,inhibitor,
DB09258,Bemiparin,,P00742,Coagulation factor X,F10,antagonist,B01AB12
DB09258,Bemiparin,,P01008,Antithrombin-III,SERPINC1,antagonist,B01AB12
DB09258,Bemiparin,,P05546,Heparin cofactor 2,SERPIND1,antagonist,B01AB12
DB09262,Imidafenacin,,P11229,Muscarinic acetylcholine receptor M1,CHRM1,antagonist,G04BD14
DB09262,Imidafenacin,,P08172,Muscarinic acetylcholine receptor M2,CHRM2,antagonist,G04BD14
DB09262,Imidafenacin,,P20309,Muscarinic acetylcholine receptor M3,CHRM3,antagonist,G04BD14
DB09263,Patiromer,,,Potassium,,binder,
DB09265,Lixisenatide,,P43220,Glucagon-like peptide 1 receptor,GLP1R,agonist,A10AE54;A10BJ03
DB09266,Technetium Tc-99m tilmanocept,,P22897,Macrophage mannose receptor 1,MRC1,ligand,V09IA09
DB09270,Ubidecarenone,,P56181,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUFV3,cofactor,C01EB09
DB09270,Ubidecarenone,,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,cofactor,C01EB09
DB09272,Eluxadoline,,P35372,Mu-type opioid receptor,OPRM1,agonist,A07DA06
DB09272,Eluxadoline,,P41143,Delta-type opioid receptor,OPRD1,antagonist,A07DA06
DB09272,Eluxadoline,,P41145,Kappa-type opioid receptor,OPRK1,agonist,A07DA06
DB09273,Doxofylline,,P07550,Beta-2 adrenergic receptor,ADRB2,agonist,R03DA11
DB09273,Doxofylline,,P29274,Adenosine receptor A2a,ADORA2A,antagonist,R03DA11
DB09273,Doxofylline,,O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",PDE2A,inhibitor,R03DA11
DB09274,Artesunate,,P04926,Malaria protein EXP-1,EXP-1,inhibitor,P01BE03;P01BF09;P01BF02;P01BF03;P01BF06;P01BF04
DB09275,Bismuth subcitrate potassium,,O25926,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,antagonist,A02BD08;A02BX05
DB09279,Fimasartan,,P30556,Type-1 angiotensin II receptor,AGTR1,antagonist,C09DA10;C09CA10;C09DB09;C10BX16
DB09280,Lumacaftor,,P13569,Cystic fibrosis transmembrane conductance regulator,CFTR,modulator,R07AX30
DB09282,Molsidomine,,P33402,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,agonist,C01DX12
DB09283,Trapidil,,P54750,Cyclic nucleotide phosphodiesterase,PDE1A,inhibitor,C01DX11
DB09283,Trapidil,,P09619,Platelet-derived growth factor receptor beta,PDGFRB,antagonist,C01DX11
DB09285,Morniflumate,,P09917,Arachidonate 5-lipoxygenase,ALOX5,antagonist,M01AX22
DB09285,Morniflumate,,P35354,Prostaglandin G/H synthase 2,PTGS2,,M01AX22
DB09285,Morniflumate,,Q15722,Leukotriene B4 receptor 1,LTB4R,antagonist,M01AX22
DB09285,Morniflumate,,P21731,Thromboxane A2 receptor,TBXA2R,,M01AX22
DB09286,Pipamperone,,P14416,Dopamine D2 receptor,DRD2,antagonist,N05AD05
DB09286,Pipamperone,,P28223,5-hydroxytryptamine receptor 2A,HTR2A,agonist,N05AD05
DB09286,Pipamperone,,P35348,Alpha-1 adrenergic receptors,ADRA1A,antagonist,N05AD05
DB09286,Pipamperone,,P21917,Dopamine D4 receptor,DRD4,antagonist,N05AD05
DB09286,Pipamperone,,P21728,Dopamine D1 receptor,DRD1,antagonist,N05AD05
DB09286,Pipamperone,,P35462,Dopamine D3 receptor,DRD3,,N05AD05
DB09286,Pipamperone,,P41595,5-hydroxytryptamine receptor 2B,HTR2B,,N05AD05
DB09286,Pipamperone,,P08913,Alpha-2A adrenergic receptor,ADRA2A,antagonist,N05AD05
DB09288,Propacetamol,,P23219,Prostaglandin G/H synthase 1,PTGS1,antagonist,N02BE05
DB09288,Propacetamol,,P35354,Prostaglandin G/H synthase 2,PTGS2,antagonist,N02BE05
DB09288,Propacetamol,,Q8NER1,Transient receptor potential cation channel subfamily V member 1,TRPV1,antagonist,N02BE05
DB09288,Propacetamol,,P21554,Cannabinoid receptor 1,CNR1,antagonist,N02BE05
DB09289,Tianeptine,,P35372,Mu-type opioid receptor,OPRM1,agonist,N06AX14
DB09289,Tianeptine,,P42261,Glutamate receptor 1,GRIA1,modulator,N06AX14
DB09289,Tianeptine,,P08908,5-hydroxytryptamine receptor 1A,HTR1A,inhibitor,N06AX14
DB09289,Tianeptine,,P35462,Dopamine D3 receptor,DRD3,agonist,N06AX14
DB09290,Ramosetron,,P46098,5-hydroxytryptamine receptor 3A,HTR3A,antagonist,
DB09291,Rolapitant,,P25103,Neurokinin 1 receptor,TACR1,antagonist,A04AD14
DB09292,Sacubitril,,P08473,Neprilysin,MME,antagonist,C09DX04
DB09292,Sacubitril,,P08473,Neprilysin,MME,inhibitor,C09DX04
DB09295,Talniflumate,,P23219,Prostaglandin G/H synthase 1,PTGS1,antagonist,
DB09295,Talniflumate,,P35354,Prostaglandin G/H synthase 2,PTGS2,antagonist,
DB09295,Talniflumate,,P51800,Chloride channel protein ClC-Ka,CLCNKA,antagonist,
DB09296,Ombitasvir,,Q5L478,Nonstructural protein 5A,NS5A,inhibitor,J05AP53;J05AP52
DB09297,Paritaprevir,,B0B3C9,NS3/4A protein,NS3/4A,inhibitor,J05AP53;J05AP52
DB09299,Tenofovir alafenamide,,Q72547,Reverse transcriptase/RNaseH,pol,inhibitor,J05AR19;J05AR20;J05AR17;J05AF13;J05AR22;J05AR18
DB09299,Tenofovir alafenamide,,Q3MS49,Reverse transcriptase,rt,inhibitor,J05AR19;J05AR20;J05AR17;J05AF13;J05AR22;J05AR18
DB09299,Tenofovir alafenamide,,I6TLU5,DNA polymerase,,inhibitor,J05AR19;J05AR20;J05AR17;J05AF13;J05AR22;J05AR18
DB09300,Butylscopolamine,,P20309,Muscarinic acetylcholine receptor M3,CHRM3,antagonist,A03DB04;A03BB01
DB09300,Butylscopolamine,,P08172,Muscarinic acetylcholine receptor M2,CHRM2,antagonist,A03DB04;A03BB01
DB09301,Chondroitin sulfate,,P23560,Brain-derived neurotrophic factor,BDNF,,M01AX25
DB09301,Chondroitin sulfate,,P39905,Glial cell line-derived neurotrophic factor,GDNF,,M01AX25
DB09301,Chondroitin sulfate,,P15692,Vascular endothelial growth factor A,VEGFA,,M01AX25
DB09301,Chondroitin sulfate,,P13500,C-C motif chemokine 2,CCL2,,M01AX25
DB09302,Alirocumab,,Q8NBP7,Proprotein convertase subtilisin/kexin type 9,PCSK9,inhibitor,C10AX14
DB09303,Evolocumab,,Q8NBP7,Proprotein convertase subtilisin/kexin type 9,PCSK9,inhibitor,C10AX13
DB09304,Setiptiline,,P08913,Alpha-2 adrenergic receptors,ADRA2A,antagonist,
DB09304,Setiptiline,,P08908,Serotonin Receptors,HTR1A,antagonist,
DB09310,Catridecacog,,P05160,Coagulation factor XIII B chain,F13B,,B02BD11
DB09317,"Synthetic Conjugated Estrogens, A",,P03372,Estrogen receptor alpha,ESR1,ligand,
DB09318,"Synthetic Conjugated Estrogens, B",,P03372,Estrogen receptor alpha,ESR1,ligand,
DB09319,Carindacillin,,P0AEB2,Penicillin-binding protein,dacA,inhibitor,J01CR50;J01CA05
DB09324,Sulbactam,,P00807,Beta-lactamase,blaZ,inhibitor,J01CG01
DB09325,Sodium fluoride,,,Hydroxyapatite,,,A01AA51;A01AA01;A12CD01
DB09327,Tegafur-uracil,,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,antagonist,
DB09327,Tegafur-uracil,,P04818,Thymidylate synthase,TYMS,antagonist,
DB09327,Tegafur-uracil,,,RNA,,,
DB09327,Tegafur-uracil,,,DNA,,,
DB09329,"Antihemophilic factor (recombinant), PEGylated",,P04275,von Willebrand factor,VWF,binder,
DB09330,Osimertinib,,P00533,Epidermal growth factor receptor,EGFR,inhibitor,L01EB04
DB09330,Osimertinib,,P00533,Epidermal growth factor receptor,EGFR,regulator,L01EB04
DB09331,Daratumumab,,P28907,ADP-ribosyl cyclase 1,CD38,antibody,L01FC01
DB09332,Kappadione,,P00734,Prothrombin,F2,agonist,
DB09332,Kappadione,,P08709,Coagulation factor VII,F7,agonist,
DB09332,Kappadione,,P00740,Coagulation factor IX,F9,agonist,
DB09332,Kappadione,,P00742,Coagulation factor X,F10,agonist,
DB09332,Kappadione,,P04070,Vitamin K-dependent protein C,PROC,agonist,
DB09332,Kappadione,,P38435,Vitamin K-dependent gamma-carboxylase,GGCX,agonist,
DB09332,Kappadione,,P07225,Vitamin K-dependent protein S,PROS1,agonist,
DB09333,Iopodic acid,,P55073,Thyroxine 5-deiodinase,DIO3,antagonist,V08AC08;V08AC10
DB09334,Seractide acetate,,Q01718,Adrenocorticotropic hormone receptor,MC2R,agonist,
DB09336,Technetium Tc-99m nofetumomab merpentan,,P16422,Epithelial cell adhesion molecule,EPCAM,binder,
DB09336,Technetium Tc-99m nofetumomab merpentan,,P11836,B-lymphocyte antigen CD20,MS4A1,binder,
DB09338,Mersalyl,,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",ALPL,antagonist,C03BC01
DB09338,Mersalyl,,P29972,Aquaporin-1,AQP1,,C03BC01
DB09338,Mersalyl,,P53985,Monocarboxylate transporter 1,SLC16A1,antagonist,C03BC01
DB09342,Propoxycaine,,P35498,Voltage-gated sodium channel alpha subunit,SCN1A,blocker,
DB09343,Tipiracil,,P19971,Thymidine phosphorylase,TYMP,inhibitor,
DB09345,Pramocaine,,P35498,Voltage-gated sodium channel alpha subunit,SCN1A,blocker,D04AB07;C05AD07
DB09348,Propiolactone,,,DNA,,adduct,
DB09351,Levobetaxolol,,P08588,Beta-1 adrenergic receptor,ADRB1,antagonist,
DB09363,Rauwolfia serpentina root,,Q05940,Synaptic vesicular amine transporter,SLC18A2,inhibitor,C02AA03;C02LA08
DB09369,Polyestradiol phosphate,,P03372,Estrogen receptor alpha,ESR1,agonist,L02AA02
DB09371,Norethynodrel,,P03372,Estrogen receptor alpha,ESR1,,G03FA09
DB09371,Norethynodrel,,P10275,Androgen receptor,AR,,G03FA09
DB09371,Norethynodrel,,P04278,Sex hormone-binding globulin,SHBG,,G03FA09
DB09389,Norgestrel,,P06401,Progesterone receptor,PGR,binder,G03FA10;G03FB01;G03AA06
DB09389,Norgestrel,,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1,SRD5A1,inhibitor,G03FA10;G03FB01;G03AA06
DB09389,Norgestrel,,P10275,Androgen receptor,AR,agonist,G03FA10;G03FB01;G03AA06
DB09401,Isosorbide,,Q02108,Guanylate cyclase,GUCY1A1,activator,
DB09409,Magnesium acetate tetrahydrate,,Q05586,Glutamate (NMDA) receptor,GRIN1,ligand,
DB09418,Potassium perchlorate,,Q92911,Sodium/iodide cotransporter,SLC5A5,inhibitor,H03BC01
DB09421,Protirelin,,P34981,Thyrotropin Releasing Hormone Receptor,TRHR,ligand,V04CJ02
DB09422,Soybean oil,,Q07869,Peroxisome proliferator-activated receptor alpha,PPARA,activator,
DB09456,Insulin beef,,P06213,Insulin receptor,INSR,agonist,A10AD02;A10AC02;A10AE02;A10AB02
DB09456,Insulin beef,,P08069,Insulin-like growth factor 1 receptor,IGF1R,activator,A10AD02;A10AC02;A10AE02;A10AB02
DB09460,Sodium carbonate,,P00915,Carbonic anhydrase 1,CA1,inhibitor,
DB09460,Sodium carbonate,,P00918,Carbonic anhydrase 2,CA2,inhibitor,
DB09460,Sodium carbonate,,P22748,Carbonic anhydrase 4,CA4,inhibitor,
DB09460,Sodium carbonate,,Q16790,Carbonic anhydrase 9,CA9,inhibitor,
DB09462,Glycerin,,Q03181,Peroxisome proliferator-activated receptor delta,PPARD,agonist,A06AX01;A06AG04
DB09462,Glycerin,,Q9NZK7,Group IIE secretory phospholipase A2,PLA2G2E,,A06AX01;A06AG04
DB09462,Glycerin,,Q9NPH2,Inositol-3-phosphate synthase 1,ISYNA1,,A06AX01;A06AG04
DB09462,Glycerin,,P00325,Alcohol dehydrogenase 1B,ADH1B,,A06AX01;A06AG04
DB09462,Glycerin,,Q14643,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1,,A06AX01;A06AG04
DB09462,Glycerin,,P09466,Glycodelin,PAEP,,A06AX01;A06AG04
DB09462,Glycerin,,P17050,Alpha-N-acetylgalactosaminidase,NAGA,,A06AX01;A06AG04
DB09462,Glycerin,,P84077,ADP-ribosylation factor 1,ARF1,,A06AX01;A06AG04
DB09462,Glycerin,,O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPSS1,,A06AX01;A06AG04
DB09462,Glycerin,,P23367,DNA mismatch repair protein MutL,mutL,,A06AX01;A06AG04
DB09462,Glycerin,,P69924,Ribonucleoside-diphosphate reductase 1 subunit beta,nrdB,,A06AX01;A06AG04
DB09462,Glycerin,,P17802,A/G-specific adenine glycosylase,mutY,,A06AX01;A06AG04
DB09462,Glycerin,,O14717,tRNA (cytosine(38)-C(5))-methyltransferase,TRDMT1,,A06AX01;A06AG04
DB09462,Glycerin,,O43708,Maleylacetoacetate isomerase,GSTZ1,,A06AX01;A06AG04
DB09472,Sodium sulfate,,P00918,Carbonic anhydrase 2,CA2,inhibitor,A06AD13;A12CA02
DB09472,Sodium sulfate,,P00915,Carbonic anhydrase 1,CA1,inhibitor,A06AD13;A12CA02
DB09477,Enalaprilat,,P12821,Angiotensin-converting enzyme,ACE,inhibitor,
DB09477,Enalaprilat,,P46663,B1 bradykinin receptor,BDKRB1,,
DB09481,Magnesium carbonate,,Q05586,Glutamate (NMDA) receptor,GRIN1,blocker,A02AA01;V03AE04;A06AD01
DB09488,Acrivastine,,P35367,Histamine H1 receptor,HRH1,antagonist,R06AX18
DB09510,Urea C-13,,Q8KT33,Urease,ureB,substrate,V04CX05
DB09513,Urea C-14,,Q8KT33,Urease,ureB,substrate,
DB09517,Sodium ferric gluconate complex,,P02792,Ferritin light chain,FTL,binding,
DB09517,Sodium ferric gluconate complex,,P68871,Hemoglobin subunit beta,HBB,binding,
DB09517,Sodium ferric gluconate complex,,P69905,Hemoglobin subunit alpha,HBA1,binding,
DB09526,Hydroquinone,,P14679,Tyrosinase,TYR,inhibitor,D11AX11
DB09526,Hydroquinone,,Q9Y271,Cysteinyl leukotriene receptor 1,CYSLTR1,activator,D11AX11
DB09532,Secretin human,,P47872,Secretin receptor,SCTR,ligand,V04CK01
DB09535,Octocrylene,,P03372,Estrogen receptor alpha,ESR1,,
DB09535,Octocrylene,,Q92731,Estrogen receptor beta,ESR2,,
DB09536,Titanium dioxide,,Q9UEW3,Macrophage receptor MARCO,MARCO,,
DB09539,Omega-3-acid ethyl esters,,P36956,Sterol regulatory element-binding protein 1,SREBF1,inhibitor,
DB09552,Thonzonium,,P21283,V-type proton ATPase subunit C 1,ATP6V1C1,inhibitor,
DB09555,Dexchlorpheniramine maleate,,P35367,Histamine H1 receptor,HRH1,antagonist,
DB09559,Necitumumab,,P00533,Epidermal growth factor receptor,EGFR,antagonist,L01FE03
DB09564,Insulin degludec,,P06213,Insulin receptor,INSR,agonist,A10AD06;A10AE56;A10AE06
DB09564,Insulin degludec,,P08069,Insulin-like growth factor 1 receptor,IGF1R,activator,A10AD06;A10AE56;A10AE06
DB09568,Omega-3-carboxylic acids,,Q96PD7,Diacylglycerol O-acyltransferase 2,DGAT2,antagonist,
DB09568,Omega-3-carboxylic acids,,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,potentiator,
DB09568,Omega-3-carboxylic acids,,P30084,"Enoyl-CoA hydratase, mitochondrial",ECHS1,potentiator,
DB09568,Omega-3-carboxylic acids,,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,potentiator,
DB09568,Omega-3-carboxylic acids,,Q9GZR5,Elongation of very long chain fatty acids protein 4,ELOVL4,potentiator,
DB09568,Omega-3-carboxylic acids,,P06858,Lipoprotein lipase,LPL,stimulator,
DB10770,Foreskin fibroblast (neonatal),,P17948,Vascular endothelial growth factor receptor 1,FLT1,agonist,
DB10770,Foreskin fibroblast (neonatal),,P05231,Interleukin-6,IL6,agonist,
DB10770,Foreskin fibroblast (neonatal),,P14778,Interleukin-1 receptor type 1,IL1R1,agonist,
DB10770,Foreskin fibroblast (neonatal),,P37173,TGF-beta receptor type-2,TGFBR2,agonist,
DB10770,Foreskin fibroblast (neonatal),,P05230,Fibroblast growth factor 1,FGF1,agonist,
DB10770,Foreskin fibroblast (neonatal),,P01579,Interferon gamma,IFNG,agonist,
DB10770,Foreskin fibroblast (neonatal),,P21802,Fibroblast growth factor receptor 2,FGFR2,agonist,
DB10770,Foreskin fibroblast (neonatal),,P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,agonist,
DB10770,Foreskin fibroblast (neonatal),,P09619,Platelet-derived growth factor receptor beta,PDGFRB,agonist,
DB10770,Foreskin fibroblast (neonatal),,P01137,Transforming growth factor beta-1,TGFB1,agonist,
DB10770,Foreskin fibroblast (neonatal),,P01375,Tumor necrosis factor,TNF,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P05230,Fibroblast growth factor 1,FGF1,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P00533,Epidermal growth factor receptor,EGFR,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P01584,Interleukin-1 beta,IL1B,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P05231,Interleukin-6,IL6,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P01579,Interferon gamma,IFNG,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P16234,Platelet-derived growth factor receptor alpha,PDGFRA,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P37173,TGF-beta receptor type-2,TGFBR2,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P01137,Transforming growth factor beta-1,TGFB1,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P01375,Tumor necrosis factor,TNF,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P15692,Vascular endothelial growth factor A,VEGFA,agonist,
DB10772,Foreskin keratinocyte (neonatal),,P21802,Fibroblast growth factor receptor 2,FGFR2,agonist,
DB10989,Hepatitis A Vaccine,,,B-lymphocytes,,inducer,
DB11059,Carboxymethylcellulose,,P11166,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,binder,
DB11064,Homosalate,,P06401,Progesterone receptor,PGR,antagonist,
DB11064,Homosalate,,P10275,Androgen receptor,AR,antagonist,
DB11064,Homosalate,,P03372,Estrogen receptor alpha,ESR1,,
DB11065,Pancrelipase amylase,,,Dietary starch,,cleavage,
DB11066,Pancrelipase protease,,,Dietary protein,,cleavage,
DB11071,Phenyl salicylate,,P23219,Prostaglandin G/H synthase 1,PTGS1,antagonist,G04BX12
DB11071,Phenyl salicylate,,P35354,Prostaglandin G/H synthase 2,PTGS2,antagonist,G04BX12
DB11075,Hypromellose,,P16422,Epithelial cell adhesion molecule,EPCAM,,S01KA02
DB11077,Polyethylene glycol 400,,P22413,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,ENPP1,other,
DB11077,Polyethylene glycol 400,,Q9BUP3,Oxidoreductase HTATIP2,HTATIP2,,
DB11079,Trolamine salicylate,,P23219,Prostaglandin G/H synthase 1,PTGS1,inhibitor,
DB11079,Trolamine salicylate,,P35354,Prostaglandin G/H synthase 2,PTGS2,inhibitor,
DB11081,Aluminum chloride,,P00367,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,inactivator,D10AX01
DB11085,Resorcinol,,P07202,Thyroid peroxidase,TPO,,D10AX02;S01AX06
DB11087,Pyrethrum extract,,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,,
DB11090,Potassium nitrate,,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,agonist,
DB11093,Calcium citrate,,P41180,Extracellular calcium-sensing receptor,CASR,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,P27797,Calreticulin,CALR,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q99828,Calcium and integrin-binding protein 1,CIB1,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,O75340,Programmed cell death protein 6,PDCD6,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,P30626,Sorcin,SRI,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q99653,Calcineurin B homologous protein 1,CHP1,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,P09486,SPARC,SPARC,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P27824,Calnexin,CANX,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P35556,Fibrillin-2,FBN2,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P04271,Protein S100-B,S100B,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,O14958,Calsequestrin-2,CASQ2,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q15493,Regucalcin,RGN,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q9UBV8,Peflin,PEF1,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P06703,Protein S100-A6,S100A6,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P13693,Translationally-controlled tumor protein,TPT1,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,O75838,Calcium and integrin-binding family member 2,CIB2,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q99584,Protein S100-A13,S100A13,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P31415,Calsequestrin-1,CASQ1,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q02818,Nucleobindin-1,NUCB1,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P80303,Nucleobindin-2,NUCB2,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P0DP23,Calmodulin,CALM1,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,Q75N90,Fibrillin-3,FBN3,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P28676,Grancalcin,GCA,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q9ULU8,Calcium-dependent secretion activator 1,CADPS,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,P0DP24,Calmodulin-2,CALM2,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,P0DP25,Calmodulin-3,CALM3,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,Q96FQ6,Protein S100-A16,S100A16,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,P22676,Calretinin,CALB2,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q13938,Calcyphosin,CAPS,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q86UW7,Calcium-dependent secretion activator 2,CADPS2,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,Q96L12,Calreticulin-3,CALR3,ligand,A12AA13;A11GB01
DB11093,Calcium citrate,,Q9ULB1,Neurexin-1,NRXN1,agonist,A12AA13;A11GB01
DB11093,Calcium citrate,,P62166,Neuronal calcium sensor 1,NCS1,ligand,A12AA13;A11GB01
DB11094,Vitamin D,,P11473,Vitamin D3 receptor,VDR,,
DB11094,Vitamin D,,P02774,Vitamin D-binding protein,GC,,
DB11098,Potassium bicarbonate,,,Hydrogen ions,,neutralizer,A12BA04
DB11113,Castor oil,,P43115,Prostaglandin E2 receptor EP3 subtype,PTGER3,agonist,A06AB05
DB11113,Castor oil,,P43115,Prostaglandin E2 receptor EP3 subtype,PTGER3,activator,A06AB05
DB11113,Castor oil,,P35408,Prostaglandin E2 receptor EP4 subtype,PTGER4,agonist,A06AB05
DB11120,Turpentine,,P28482,Mitogen-activated protein kinase 1,MAPK1,,
DB11124,Racepinephrine,,P35348,Alpha-1A adrenergic receptor,ADRA1A,agonist,
DB11124,Racepinephrine,,P35368,Alpha-1B adrenergic receptor,ADRA1B,agonist,
DB11124,Racepinephrine,,P08913,Alpha-2A adrenergic receptor,ADRA2A,agonist,
DB11124,Racepinephrine,,P18089,Alpha-2B adrenergic receptor,ADRA2B,agonist,
DB11124,Racepinephrine,,P18825,Alpha-2C adrenergic receptor,ADRA2C,agonist,
DB11124,Racepinephrine,,P08588,Beta-1 adrenergic receptor,ADRB1,agonist,
DB11124,Racepinephrine,,P07550,Beta-2 adrenergic receptor,ADRB2,agonist,
DB11124,Racepinephrine,,P25100,Alpha-1D adrenergic receptor,ADRA1D,antagonist,
DB11124,Racepinephrine,,P13945,Beta-3 adrenergic receptor,ADRB3,agonist,
DB11130,Opium,,P41143,Delta-type opioid receptor,OPRD1,agonist,A07DA02;N02AA02
DB11130,Opium,,P41145,Kappa-type opioid receptor,OPRK1,agonist,A07DA02;N02AA02
DB11130,Opium,,P35372,Mu-type opioid receptor,OPRM1,agonist,A07DA02;N02AA02
DB11131,Capsicum oleoresin,,Q8NER1,Transient receptor potential cation channel subfamily V member 1,TRPV1,agonist,
DB11131,Capsicum oleoresin,,Q8NER1,Transient receptor potential cation channel subfamily V member 1,TRPV1,activator,
DB11132,Silicon dioxide,,Q9UEW3,Macrophage receptor MARCO,MARCO,,
DB11133,Omega-3 fatty acids,,P37231,Peroxisome proliferator-activated receptor gamma,PPARG,ligand,A05BA10
